Review	Sentiment
Povrće je vrlo ukusno, nije prekuvano i krckavo je, ali je sos prekuvan, pa gorči. Meso je podgrejano i staro i to se jako oseti. šteta za meso, zaista. Nije za pohvalu.	0
Nikad bolja krilca nisam jeo :)	1
Prosuta supa, loseg ukusa... Ohladjeno jelo...	0
Hrana je dobrog ukusa, ali porcije su poprilicno male, takodje kasnili su 20ak minuta u odnosu na najavljeno vreme, sto je poprilicno lose.	0
odlicna posna pizza i najvaznije, na vreme	1
Hranom smo bili vrlo zadovoljni oba puta, steta sto su ovaj drugi put kasnili vise od pola sata pa su pokvarili utisak....	1
Poručio Hrskavu teletinu u ljutom sosu. Dobio male pohovane šnicle. Nisu loše ali nema veze sa kineskom klopom.	0
Super testo, super mocarela, super ljuta paprika! Bravo!	1
Savrseno kao i uvek!!!	1
Jednom rečju odvratno!	0
Palacinke,hladne i gumene,pica nije bila onakva kavu smo narucili,sve u svemu gotovo sve je zavrsilo u obliznjem kontenjeru	0
Super je, ok dostava, sve u redu.	0
Dostava na vreme,dostavljac ljubazan,pica ocajna. Testo odozgo zivo,pecurke nepecene.	0
Toliko je bilo gorko, a stavili smo sav dzadziki preko, skoro sve smo bacili :(	0
Najbolja hrana, najbrze se dostavi i kad smo dobili bila je topla taman kako treba! Svaka cast!!! :)	1
"Piletina sa karijem sa kiflom od pre pet dana... mogu samo jednom da mi isporuce ovako ""kvalitetnu"" hranu i nikad vise."	0
Sve je stravicno slano, pljeskavice su lose, a gulas je slan do granice nejestivosti.	0
Za preporuku!	1
Stigli su pre vremena, super ljubazni, hrana top :)	1
Odlicna hrana, Karadjordjeva ukusna, puna kackavalja, lepa salatica, odlicno!	1
Poručio sam batak, šniclu, voćnu salatu i kolač. Nažalost, kolač su naplatili, ali nam nije isporučen.	0
Svaka cast...hrana je izuzetna :))))))	1
Hrana ponovo kasni. Na sajtu pise 30min, a vec 1h cekamo na hranu. Tako je bilo i proslog puta. Narucujemo bar jednom nedeljno, a nisu mogli da nauce gde se nalazimo do sada i stalno lutaju.	0
Svaka cast za Srpski tanjir! Odlican odnos cena/kvalitet!	1
ovo je bilo brzo i ukusno :)	1
Meni je stvarno zao sto ni jednom ne mogu da ubacim slike hrane, ali nama kada stigne hrana ne stignemo da slikamo odmah pojedemo koliko je dobro.	1
Rizoto s piletinom bi bio bolji da ima piletine, a ne samo pirinac i kukuruz	0
Ako je nesto esktra ljuto, ocekujem da bljujem vatru, ovde to nije slucaj. Sto se tice slatkog asortimana, bolje da odustanu.	0
vrlo neukusno. hrana bačena. nisu ovakvi pre bili. ne znam sta se desava. u svakom slucaju ne preporucujem ovaj restoran.	0
Pice su strava sve su dobre i nije klasicna pica..	1
nakon 2h cekanje hrana je bila OK, tortilje su se malo ohladile a plata zapata je za nas ukus presarena. Sa tim da ima i ljutih delova bez obzirom na to sto pise da nije ljuto.	0
savrsena kao I uvek!	1
Pica je stigla skoro hladna. Od pecuraka ni p. Narucena je res a stigla jedva ispecena. Nikada vise.	0
ocekivao sam mnogo bolje	0
Sve super, brza dostava, pileci giros odlican!!! :D	1
Lepinje suve, kao da su par dana stajale pa podgrejane. Meso pljeskavice žilavo. Pileće belo osrednjeg kvaliteta. Ćevapi ispod očekivanja. Za restoran ovog renomea (broj zvezdica) očekivao sam više.	0
Odlicno, bez ikakve zamerke.	1
Rebarca su bila odlična, ćevapi prosečni i iskreno razočaravajući za leskovački roštilj.	0
odusevljen...	1
Sramota! Porucila sam picu, zivim na 5 min od picerije Panter, a stigla je za sat i po vremena, hladna kao da je od juce.	0
curece grudi sa spanacom,za plus firtovani krompir,porcija je odprilike za upola cene moze da se najede neko dete odprilike,krompit polu zagoreo ,mislim strasno za 600din sta se dobije	0
Porcije su velike i ukusne, dostavljac ljubazan, sve pohvale	1
Veoma dobar izbor hrane,sa pristupacnim cenama,	1
Narucila sam posnu bez ikakvog sira i zaista skoro da ne mozes da pogodis da je zaista posna. Toliko ukusa u svakom zalogaju! Jos jednom - niste izneverili.	1
Hvala na divnim pljeskama :)	1
Fileti oslica u kombinaciji sa zelenom salatom! Super super!	1
Jako lepo ukusno,mnooogo bogato garnirano.Stigli pre vremen pola sata?!?! svaka cast ljudi .Necemo da menjamo!	1
Ovi ljudi nikad nisu omanuli !	1
Jedan od boljih roštilja u gradu	1
Sve pohvale. Klopa je odlicna i stigla je tacno u minut.	1
bez premca	1
Odlicna pizza!	1
Dostavljac je pre svega bio veoma neprijatan,a za sladoled je bilo naglaseno da bude sa orasima ali je dostavljeno sa kokosom...	0
Dostava stigla pre vremena, hrana je stvarno bila ukusna.	1
Prvi put sam narucio i zadovoljan sam! Dostava pre vremena, kvalitet hrane odlican	1
Gulas katastrofa !!! Premasni buckuris koji lici na telecu corbu ! Pire ko pire. . . Sve u svemu, uzas !!!	0
najbolji kineski u gradu...prava kineska,svi ostali kineski su fast food	1
drasticno ste oborili kvalitet, narucio sam nekoliko raylicitih jela i u odnosu na proslu godinu su daleko losija,....kao i to da uputstva niko ne cita	0
Iz zarkova do rakovice cekam od 14:40, evo sad je 16:40, hrana je sad stigla a nemam snage da pisem iznervirao sam se, jer su pomesali posudzbinu	0
ne znam zasto ai fingersi su stigli skroz neslani.... nisu nikakvog ukusa, mozda ste zaboravili ali stvarno nije OK.	0
Odličan 5+	1
uvek sve sveze ukusno i brzo....svaka cast	1
Jedino je hleb ok...	0
Jelo je kasnilo vise od 30 minuta	0
Kasnili sa isporukom. Pljeskavica kao da je iz Maksija... Suva i prepečena...	0
Uvek stize toplo i tacno na vreme. Skampi sa povrcem u blago ljutom sosu i pirinac sa karijem - odlicna kombinacija. Vec nestalo ;)	1
Obilna porcija,i preukusna je.	1
Zadovoljni hranom , jako ljubazno osoblje i pored male zabune oko dostave zbog velike vrucine, mnogo su nas lepo usluzili!:)	1
Najbolje kao i uvek, brza ostava, odlicni zacini, dobar odnos cene i kvaliteta	1
punjena pljeskavica je stvarno dobra	1
dostava skoro 90 min na nbg, gratis palacinke nismo dobili, pica je bezveze...	0
Ako nesto mrzim to je dugo cekanje na hranu tj cekanje vise od ocekivanog. Hrana je stigla vec mlaka, ali nije loseg ukusa. Sve u svemu, mislim da necu narucivati vise iz ovog restorana.	0
Brooklyn pizza je vrhunska, stigla je pola sata pre nego sto je napisano!	1
Cevapi ok, pomfrit slabo pecen.	0
"Odabrao sam FitStop zato sto se na sajtu reklamiraju kao ""Najbrza dostava u gradu"" a treba im minimum 75 minuta da dodstave!"	0
kasnili su pola sata, kolicine su bile mizerno male (konkretno pasulj iz obrok menija, ali ni gulasa nije bilo mnogo vise), ukus je ok a i dobili smo 2 bonus kolaca koji su 'onako'	0
Ukusna hrana. Dostava pre očekivanog vremena. Sve pohvale :)	1
ocajno, hrana je lose zacinjena i ono sto bi trebalo da bude meksicka hrana to uopste nije! opste razocarenje....	0
kompletan preliv iz dve male porcije u kesi sve ulepljeno sramota za dostavu	0
Bolje je prosetati nego naruciti jer je ogromna razlika na licu mesta i kad posalju na slepo ono najgore!	0
Dostava posle sat i 45 a trebalo je za 45 minuta, zaboravili sendvic.	0
Često naručujem u Panteru. Njoke sa 4 vrste sira mi je jedno od omiljenih jela. Topla preporuka!	1
Ništa za zamjeriti što se hrane tiče, međutim dostava je trajala i duže od 60 minuta...	0
nismo dobili ono sto pise,napravili su nam hranu od onoga sto su imali, a platili smo punu cenu. razocarani smo!	0
Porudzbina kasnila 25 minuta, proslo je skoro sat i po od narudzbine i punjeni pileci file je bio hladan, a pomfrit leden...	0
Vec 10-ak puta sam narucivao picu od napolia i svaki put drugaciju. Svaki put na vreme stize, vruca i preukusna. Za svaku preporuku	1
Apsolutno smo odusevljeni uslugom, 'male' porcije su i vise nego izdasne, i veoma ukusne! Dostava jedna od najbrzih!	1
Male porcije , stede na sastojcima i preskupi za uslugu koju pruzaju...	0
ok hrana, al osoblju koje radi tamo je tesko da procitaju porudzbinu, pa tako nismo dobili sve sto smo narucili.	0
Giros ogroman i odlicnog ukusa, kolega i ja jedva disemo.Sve pohvale za dostavu i uslugu.Svaka cast!	1
Fantasticno! Pisalo je da stizu za 75 minuta, stigli su za 40 minuta. Obrok je obiman i, lepinja vrela i ne stede na prilozima, sto je meni jako bitno.	1
Zadovoljni smo sa hranom koja je stigla,samo jedna mala zamerka stalne musterije bi trebale da imaju gratis sok uz ako ne svaku ali bar svaku drugu narudzbinu....hvala pozz odlicni ste.	1
cezar do sad bio dosta bogatiji, al dobro, opet nije lose... pica ( 28) vrhunska.	1
mnogo masno, bukvalno pliva u ulju..	0
pizze ukusne i tople, stiglo 10min ranije,ni jadna stvar za požaliti se...	1
Nista nije bilo posoljeno...bas bljutavo...razocarana sam	0
Na vreme i toplo isporuceno	1
Kvalitet hrane je ispod proseka, porudzbinu su promasili po nekoliko osnova - izostavili su stvari koje su porucene. Stvarno lose iskustvo...	0
"pica je kasnila 20ak minuta...testo je živo, masline stavljene ovlaš ""čisto radi reda"", deluje kao da je brzinski spremana po rutini.moglo bi početi spremanje pica ""sa dušom""."	0
Veoma brza isporuka (30min) i odlična klopa	1
Pice su im i dalje najbolje; ne stede na zacinima, uvek preukusne, umeju da zasite.. fantasticno!	1
Teletina sa bambusom I sitaki pecurkama tooop!Stalni smo gosti a od sada I porucujemo ovako.	1
650gr mesa i bez mogucnosti da se naruci somun ili lepinja bilo kakva? Zamolio sam da zapakuju (naveo da cu platiti koliko treba naravno) i nista :/	0
Stiglo pre vremena, toplo, odlicno kao i uvek. Svaka cast momci, nastavite tako ;)	1
odlicna hrana	1
premale porcije (salate),cezar salati je falio senf i pavlaka - stoji u opisu,pica je bila pretvrda i hladna - SPORA DOSTAVA! A mi smo u komsilku...	0
Vrhunska klopa i usluga. Pica topla i preukusna, stigla za 20 minuta. Samo tako nastavite.	1
upravo sam dobio pileću čorbu i ostatak svoe narudzbine s tim sto mi pileca corba pliva u celoj kesi...umesto samo u svojoj plasticnoj posudi	0
Obećane besplatne, gratis, stvari nisu isporučene iako su jasno naznačene na sajtu. Vrlo nezadovoljan!	0
Poručena pizza sa piletinom, došla u datom roku, ali potpuno hladna. Da sam hteo nešto hladno, napravio bih sendvič.	0
Karpeze sa prsutom - taman!	1
za svaku pohvalu!	1
Veoma loše	0
Pljeske su okej, ali dostava do Kamenice, i to blizu instituta, 300 din? e vala što je mnogo, mnogo je. Pri tom, nigde niste naveli koja je cena dostave za Kamenicu i ostale delove grada i predgrađa.	0
Hrana vrlo ukusna, dostavljac ljubazan i profesionalan - za preporuku	1
Fantastican losos, kao i uvek!	1
Ljubazan decko iz dostave mi je doneo narudzbinu skoro pola sata pre, przenice fenomenalne, ispoostovali su mi zelju i dobio sam poklon. Sveukupan izuzetan utisak.	1
nema greske, huan i vera najbolji ljudi na svetu. Zao mi je samo sto mi vise niste ispod zgrade :( , inace same pohvale za ovaj restoran	1
Dostava je kasnila, hrana bezukusna i aljkavo podgrejana.	0
Dobili smo klopu brzo ali nešto totalno drugačije i sad eto jedemo i ne znamo čak ni naziv  jer piše pile x 2	0
Pljeskavica odlicna, s tim da ovu pilecu salatu spremaju kad/kako. Nekad je meso odlicno, a nekad je samo hrskavica i bas nejestivo...	0
Preporuka: Piletina ruška, gulaš sa makaronama, kolenica	1
Pita je jako suva, palacinke pohovane samo testo kao da nije filovano, a slatke palacinke mazane nekim bzvz kremom jedva sam pola pojela....Sve u svemu koliko para toliko i muzike :)	0
kalcona sa vrlo malo punienja	0
los izbor restorana ukoliko zelite dobru picu.	0
sve odlicno	1
Nemam reci, 10/10	1
never ever, very poor quality of food	0
Konacno jedan pravi kinez,odlican odnos raznovrsnog povrca i mesa u super sosu,klopa stigla na vreme.Mi smo prezadovoljni,svaka preporuka.	1
Toplo preporucujem pastu Balkan Kan. Mala porcija bi mozda mogla biti malo veca, ostalo je sve ekstra.	1
Pirinac mi nije bio dovoljno kuvan a klopu koju sam trazila nije mi licila na hrskavu piletinu vise je bila pecena	0
Stigla vrela, 10 minuta pre roka, rešija kako sam tražio u napomeni. Sviđa mi se kad dostavljač nosi onu termo torbu skroz do vrata.	1
Ukusni... njam...	0
Divni ste... Hrana je super i dostavljac... Samo ste zaboravili sokice ovaj put, ali nema veze :)	1
Prosecni, mali cevapi. Lepinja je toliko bila natopljena da je bila nejestiva. Znate koliko je vlazan hleb gadan? E pa to. Kajmak vise lici na krem sir.	0
Velika porudzbina koja je stigla brzo i tacno, sto je donekle retkost na Donesi. Svaka preporuka za kvalitet i uslugu.	1
Stiglo za 35 minuta, toplo i preukusno. Sve pohvale!	1
Naručivao sam više puta i nemam nijednu zamerku. Pice su odlične, dostava uvek tačna.	1
kao i uvek	1
Odlican ukus, ali zaboravljate prilog da stavite :))	0
Cekao sam hranu malo vise od dva sata. Naravno posle toliko cekanja je pitanje da li mi se jos uvek jelo. Pristojno, nista posebno uz previse cekanja i jedan deo narudzbine je bio pogresan.	0
Samo još jedan od dokaza da se iz picerije ne smeju naruciti jela koja nisu pica. Ono nije lignja nego sipa. Van toga, pečurke su bile ok, salata dobra i porcije su velike.	0
nekad ste bili tako kul. krilca vise nisu to sto su nekad bila. vratite krilca!! grander je bio mnogo bolji, takodje.	0
Odusevljena! Narucila sam Brie sendvic i bio je fenomenalan. Dostava izuzetno brza. Preporuke!	1
Giros je stigao i pre vremena, topao, ali preslan i uzasno masan, nismo pojeli. Pravi giros se sluzi u tortilji!	0
Najbolji burgeri koji sam ikada jeo :)	1
Porudzbina kasni i previse... Skroz neprofesionalno.	0
sve sto smo probali do sad je odlicnog kvaliteta i ukusa!!! narucujemo stalno!	1
One of the best pizzerias in Belgrade...great taste, good price and fast and friendly delivery! The Saint is a piece of heaven on earth :)	1
Pre vremena isporuceno, ai pre svega ukusna i bogata hrana!	1
Narucena dva somuna i oba naplacena a donet samo jedan...	0
Pohvala za recepturu. Odusevljeni smo kvalitetom hrane. Za prave gurmane preporucujem vecu porciju. Jedina zamerka je zaboravljen pribor i malo kasnjenje.	1
Bez konkurencije najbolja ponuda na Donesi.com od svih kineskih restorana.	1
Bez nekih zamerki, skroz kako treba.	1
Solidna pizza. Treba im veci asortiman.	0
Iako je najavljeno vreme cekanja bilo 45 minuta cekao sam 1h20m. Sa pozitivne strane - kofica je bila topla kada je konacno stigla.	0
Najbolja pasta ikada!	1
Sve je bilo super. Burger, iako na prvi pogled deluje malo, je sasvim dovoljan za jednu prosečnu gladnu osobu.	1
Jako brzo i jako ukusno!	1
Narucili smo picu Savoca, savrsena je. Sve pohvale	1
sve odlicno , dostava losa, cili prosut po kesi	1
pasta with chicken delivered. did not look or taste good - threw it away	0
uzeo sam svinjetinu, stim sto je svinjetine bilo u tragovima a soje koliko hoces	0
Kvalitet hrane odlican, usluga isto dobra. Sa velicinom porcije i vise nego zadovoljni.	1
pomfrit od pre hrista, tortilja poput gumene bombone.	0
ovaj put pica je stigla i brze od ocekivanog. tpola i ukusna,taman da je u slast smazem! sve pohvale za picu i naravno pohvala za dostavu.	1
Prvi puta porucujem, i u opste nisam zadovoljan, hladno, pomfrit nije svez, jeste stiglo prije vremena, ne mislim da cu uskoro poruciti hranu iz ovog restorana.	0
"Zeleo bih samo da napomenem, da su se pica majstori mogli potruditi da u vreme svezeg povrca, na vegetarijansku picu stave nesto sto nije zamrznuto ""povrce mix"" iz lokalne samoposluge."	0
Would have been great if everything wasn't overloaded with cabbage	0
Najbolja koja moze da se naruci na donesi.com	1
Porcija je premala, ukus osrednji, ocena od 1 do 5 je 2.	0
Brza dostava i odlicna klopa	1
Da nisam znao sta sam narucio ne bih pogodio da je kineska hrana. Hrskava piletina nije klasicna kineska nego piletina uvaljana u corn flex...	0
malo mesa, ni nalik meksickoj kuhinji	0
Narucujem ovo po ko zna koji put, jer je uvek fantasticno. Brzi su i klopa  uvek stigne vrela. Kao da su je kod mene kuci spremali.	1
Hrana fantasticna! Brza dostava,ljubaznost na visokom nivou. Sve preporuke!	1
kao i obicno kasne, losa dostava	0
Toplo, brzo i ukusno.	1
Vrlo masna pica lose pakovano jedino su palancinke ukusne	0
Narucio sam Giros porciju, hrana je stigla pre vremena, ukusna i obilata. Koristim ovu priliku da se izvinim dostavljacu sto je morao malo da me saceka jer sam se kupao i nisam cuo zvono.	1
Odlicno, kao uvek.	1
leskovacki ustipci ukusno, pire krompir moze da prodje!	1
Inate najbolju, najvecu i najeftiniju cezar salatu.	1
Pohvala samo za dostavu.	0
Odlican kvalitet hrane za jako pristupacnu cenu,samo nastavite tako...	1
i pileci i svinjski ODLICNI	1
od dostave (2 sata) do onoga sta su doneli - katastrofa	0
brza dostava, hrana odlicna	1
Ali njihove paste su ubedljivo najbolje.	1
Isporuka je bila jako brza, a klopa skroz dobra.	1
Odlična usluga i hrana!	1
Odlicna klopa, dostava brza, sve preporuke.	1
U porciji bilo jako malo dagnji, sve oni rakovi, da sam hteo morske plodove narucio bih to.	0
Do sada sam više puta naručivala pice i palačinke. Svaki put je obrok stigao brzo. Hrana je ukusna. Cene su pristupačne.	1
Stigla pre vremena, ukusna a i cena je OK.	1
Odlicna lovacka, veoma brza dostava	1
Uvek odlicna klopa. ljudi koji ispunjavaju sve zelje svojih kupaca. Sve pohvale	1
Naručujem već skoro godinu dana hranu iz Karambe, i zaista sam oduševljena kako ovaj restoran uspeva da svaki put dostavi hranu istog kvaliteta! Zaista sve pohvale i naravno, preporuke!	1
Na vreme stigla klopa, sve je bilo dobro. I tortilje i lepinje sveze! Sve pohvale	1
ništa specijalno	0
Great pizzas and very good food in general. Excellent!	1
Narudzbina je kasnila iako se dodatno placa. Supa nista posebno, teletina nista posebno.	0
Sve pohvale. Porudzbina je stigla za pola sata, a procenjeno za 60min. Sjajno!	1
Hranu sam naručio u 13:30. Naznačeno vreme isporuke je bilo 90 minuta. Sada je prošlo 17:00, a hranu još uvek čekam. Profesionalno, nema šta.	0
Odlicni burgeri.	1
Nakon što sam probala tri, mogu da kažem - odlične salate! Dobri odnosi i kombinacije sastojaka, kao i količina preliva. I teglice su vrlo slatke :-)	1
ko voli bogate sočne pice, a ne voli dugo da čeka, na pravom je mestu	1
Pica stigla na vreme, vruća, testo tanko, ukusna i bogata dodacima. Usluga odlična, definitivno ću nastaviti da naručujem kod njih! :-)	1
Prvi put sam jeo indijsku hranu pa nisam kompetentan koliko je slična originalnoj. Ukus je bio dobar, ali ko ne jede feferone bez hleba bolje da ne izabere vrlo ljuto. :)	1
Preskupe e stedi se na prilozima. Nisam zadovoljan.	0
Kao i uvek. Sendvic Trkacica XXL je sjajan	1
Burgeri XL preveliki, preukusni, kalorični. L varijanta je dovoljna. Dostava je ok, na vreme.	1
Samo ću reći, vrhunski!!	1
Zaboravljena pita(vec okacen komentar) hladna hrana zaboravljen zacin ne ispostovan posebni zahtev... sve u svemu ne preporucujem i ne razumem sta je tesko procitati sa ekrana i staviti u kesu.....	0
Hrana je dostavljena za 30 minuta, sve kako je trazeno, usluga odlicna.	1
Porucila sam jelo sa piletinom i dobila 5 minijaturnih parcica belog mesa. Stvarno smesno u odnosu na cenu. Nikada vise necu naruciti hranu u ovom restoranu sto je steta jer im je humus odlican.	0
Svaka cast i za kvalitet hrane i za brzinu isporuke.	1
Jednostavno najbolji burgeri koje sam jeo, samo tako nastavite...	1
Super je hrana. Narucila sam njoke, domace su i ima dovoljno sosa koji je odlican. Torta je isto dobra. Dostavljac ljubazan, kasnio je, ali je obecao besplatnu pastu sledeci put zbog toga :)	1
Sve ok, kao i uvek	1
Hasburger je bio strava. Pileći medaljoni su se kompletno izmešali sa salatom i pomfritom u kutiji u kojoj su donešeni pa je to pokvarilo utisak.	0
Solidno ali precenjeno.	0
Narudzbina je stigla u roku od 20 minuta, vrlo brza dostava, ljubazan dostavljac, sve pohvale.	1
Od sad, kad mi se jedu palacinke, samo iz Rome narucujem - stigle su brzo, 2 velike ukusne palacinke za malo vecu cenu nego sto je za jednu palacinku drugde, i jos se dostava ne naplacuje! Odlicno!	1
"Spaghetti was a little soggy and the ""funghi"" sauce was far from good. The surprise nutella and peanut pancakes were a definite bonus!"	0
Jako zadovoljni kvalitetom pice i dostavom. Preporuka	1
To je to! :) Sve preporuke!	1
Super je, svidjaju mi se.	0
dobili smo pogresnu narudzbinu a ja ne jedem meso tako da su me bas zeznuli	0
Dostava je kasnila tako da smo cekali 70 min,sto je mnogo obzirom na lokaciju,hrana je osrednjeg ukusa, nista specijalno	0
veoma ukusno	1
Ja sam narucila velike porcije piletine sa bambusom i pecurkama i nudle sa piletinom. I dobili smo pola pirinac.  Sad smo prvi i zadnji put narucili ovde.	0
Kasnili su 30 minuta i hrana je bila hadna, pa zakljucite sami.	0
Exta sushi zaista uvek ima sjajan izbor po fer cenama neverovatno sveze hrane. Nedavno su prosirili meni sto je za svaku pohvalu.	1
Always good and warm. I love the chicken added. 5 stars	1
Porudzbina kasnila vise od pola sata. Pljeskavice stigle mlake. Nismo se ovome nadali. :(	0
Jednostavno odlično	1
Najbolja u gradu!	1
Carska piletina je bila toliko slatka da se nije mogla jesti, pohovani ananas nije imao skoro uopšte čokolade na sebi, porcije premale.	0
Svaka cast na rostilju, i kobasica i knez pljeskavica  za svaku preporuku...samo tako nastavite...	1
Pizze su vam zaista odlične i ukusne, a i kečap je baš pravi, domaći! Hvala puno i na kolaču-iznenađenju koji ste nam poslali: fina, lagana poslastica sa pomorandžom, taman za ovu letnju vrućinu. :)	1
Ljuto slatka sa medom :D ulepsaju mi dan.	1
Preko 100minuta za porudzbinu, preko 15minuta preko vremena koje su potvrdili, dovoljno da crknete od gladi. Pizza skoro hladna, nikakva	0
Kasne pola sata, pizza se odavno ohladila, a dostavljac je ocekivao da mu se da tacan iznos (nije imao ni jednog dinara kod sebe...).	0
Toliko bogata i kvalitetna pica da je to neverovatno. Palačinke sam probao tek sutradan, tako da ne mogu da kažem tačno kakve su, ali sutradan su bile dobre	1
Nije mi se dopala hrana iz ovog restorana. Nemamo preterane zamerke, jednostavno nam se nije dopala na ukus. Dostavljac kasnio 15 minuta.	0
Hrana iz ovog restorana je uvek, prosečna. Salatama sam zadovoljniji.	0
Pizz je ipak stigla sa čitavih 45 minuta zakašnjenja i to naravno ohlađena .....	0
Palacinke su super kul extra! Narucili smo 6 palacinaka, 4 slane, 2 slatke. Stiglo je na vreme. Pohovani palacinak je za svaku preporuku!	1
Preporucujem svima!	1
Uz 10-tku sam očekivala celu lepinju, ćevapi premali, prepečeni I meso nije čisto(soja, loj ili sta već - previše). Pohvala jedino sto ste stigli ranije...	0
Odlican odnos kvalitet/cena.	1
Ja bolju picu nisam jeo u Beogradu. Stigla vrela i pre vremena. Svaka cast.	1
great! thanks!	1
sve je fenomenalno	1
Pomfrit nerealno skup. Sendvič Italian... čista desetka, palačinke sa nutelom i plazmom odlične	1
Cene su vece od cena sa ovog sajta. Potazi su dobri, i pravi donos cena kvalitet. Salate su ukusne ali preskupe, posto im je glavni sastojak zelena salata i rukola.	0
Za svaku preporuku.	1
Svinjetina na uzarenoj ploci, a pliva u tecnosi???? Proces pecenja u vodi, ajde i to da vidim?!?!	0
Svaka cast! Hrana je prdivna. Samo tako nastavite i u buduce.	1
Pavarotti salata je bila odlicna, ali Cezar salata nije bila cezar salata, vec nesto drugo, kombinacija svih sastojaka narucene cezar salate bez piletine i neke ribe (verovatno tunjevine)... :/	0
Retko kvalitetna klopa, velike porcije. Iznenadjujuce niske cene.	1
"Brzi, porcije su odlične, cene takođe, dostavljač ljubazan. Samo vas molim da kod palačinke sa ""pudingom"" od višnje izmenite opis u palačinka sa ""džemom"" od višnje."	1
Cista 5, kao i uvek ! :)	1
Izvanredno kao i uvek :)	1
Odlicna pizza. Sve pohvale. :)	1
Svidja mi se pica bas narucicemo sigurno opet :)	1
Hrana vrhunska, cesto narucujem odavde, najbolje su palacinke nutela plazma banana ubedljivo.	1
Bas cesto porucujem i uvek sam prezadovoljna, topla preporuka!	1
U pomfrit nisu stavili kecap a u rolovano belo su umesto senfa i kupusa, stavili majonez, kecap, kupus i tucanu.	0
Porucili smo heavenly chicken i ukus je bio bljutav....	0
čekajući i vise od naknadno trazenog vremena,pizza je bila mlaka...jadna.	0
Vrhunska klopa. Ali vrhunska omnomnomnom 10/10	1
Vrela zemička, šampinjoni savršeno grilovani, hrskavi pohovani pilići sa susamom i simbolična paradajz/krastavac salata vredi e!	1
Za tu cenu stvarno losa pica, jedna od losijih u gradu.	0
"Pomfrit- hladan,kao iz frizidera,sendvic (posni) takodje...nije bilo ""jestivo"" uz najavljeno vreme od 30 minuta stiglo je posle 90. Ocekivao sam mnogo vise i ostao gladan."	0
Giros je bio dobar. Caciki salate smo jeli i bolje ali sveukupno utisak je dobar. Brzo su dostavili, pre predvidjenog vremena za dostavu. Preporuka!	1
Odlicno sve	1
Preskupo i ne bas kvalitetno. Prodaju vise ime nego kvalitet	0
Izgleda da se kuvar promenio. Nisam dobio palačinke koje sam do sada naručivao, vrlo male, a ni pavlaka nije stavljena. Vrlo malo sira. Ne toliko ukusno ovog puta.	0
Pet puta smo naručivali hranu u StarFood, i svaki put, hrana (konkretno cezar salata) je bila gora i količina je bila manja. Poslednji put, umesto parčića slanine, dobili smo koske.	0
sve kako treba :D	1
Definitivno najbolji burgeri koje sam naručivao. Takođe odlična tortilja sa pikantnom piletinom. Sve preporuke	1
nesto mi se cini da nisu bas najsveziji sastojci hrane	0
Maja con pollo i Sesamo di Pollo su jako ukusni. Posle originalne klope koju smo jeli u Mexicu, ovo je second best. Velike i ukusne porcije i ljubazni ljudi. preporuka	1
inace ste niste losi ali veceras ste tuga blago receno	0
samo da dodaju i neko kuvano jelo u izbor, pa da budu savrsheni :)	1
Kasnila je dostava pola sata...	0
Jako, jako dobro...	1
Naručio sam do sada 3 puta palačinke. Osim prvog puta, mogu slobodno da kažem da su palačinke jako loše odnosno testo je užasno!	0
Sve je bilo fantasticno!!	1
Odlicna hrana za odlicnu cenu.	1
Sarmice sa zeljem su lepe. Jedina mana je manjak mesa.	0
75 minuta za dostavu je malo puno.	0
Veliko razocaranje, giros nejestv, meso nije za giros, neukusno. Palacinka sa eurokremom sa dodatkom visanja koje su naplacene a nije ih bilo,	0
Već drugi put dobijam neupotrebljivu picu jer gospoda iz Marko Polo restorana ne čitaju napomene.	0
Dostava je kasnila 45 min.	0
ovo je super pica najozbiljnije...prvi put narucujem sa ovog sajta i iz ovog restorana....sve u svemu odlican utisak i za donesi.com i za vrh picu.... :)	1
Naručila sam casual obrok i jedino što mi se svidelo u njemu je bila pohovana banana. Sam obrok je bio suv, bezukusan a piletinu sam tražila lupom.	0
Odlicna pizza odlicna usluga	1
Do not order from this restaurant the food,is to raw and unsavory the fresh juice that I ordered was water basically and its was so terrible never ordering again from this place	0
Ovo nije fish&chips vec riba sa OBICNIM pomfritom!!!	0
Super je, steta sto sam uzela malu porciju... Zamerka samo dostavi.. Kasnili su skoro 20 minuta...	1
Sjajne i obilne porcije, ne stedi se na prilozima. Narucena klopa je stigla pre isteka roka, topla i ukusna. Toplo preporucujemo pileci batak na kilo, verovatno je najbolji u Beogradu.	1
Ponovo besprekorno. komplet lepinje su fantasticne, a ovog puta smo probali i lazanje koje su izvrsne. Stiglo pre roka.	1
Lazanje su bile lose, palacinke vec standardno ne valjaju, mlinci su bili ok, kao i piletina. Sve u svemu slabo.	0
Sve preporuke. Hrana ukusna. Dostava na vreme	1
Uz ove gumene palacinke pocnite da saljete slamcice . Hvala	0
odlican ukus i fino ukomponovani sastojci.. preporuka	1
Dugo se ceka a pica i lazanje jako jako lose	0
Prvi put narucujem ovde i sigurno nije poslednji put. Skoro nisam pojeo ukusnije punjeno pilece belo. Svaka pohvala za majstora...	1
Uzeli smo punjenu pljeskavicu i belo meso. Trazili smo lepinje, dobili smo somune. Kackavalj se nije uopste istopio. I nije bas bilo toliko topla hrana.	0
