masa,jastuk,pojas,ceoni,pol,starost,godina,tip,ishod
36.6549999998,da,ne,0,m,49,1998,vozac,2
7505.8979999423,ne,da,1,m,84,1988,vozac,0
55.98,da,da,1,z,62,1999,vozac,2
110.0089999996,ne,ne,1,z,47,1986,vozac,2
31.3329999999,da,da,1,z,41,1997,vozac,1
328.5039999969,da,ne,0,z,29,1996,vozac,1
51.3679999998,ne,da,0,m,23,1992,putnik,0
431.5009999983,da,da,1,z,50,1990,vozac,0
24.166,ne,ne,0,z,29,1986,vozac,2
10.502,ne,da,1,z,24,1985,putnik,2
64.8979999991,da,da,0,z,16,1992,vozac,2
39.3729999997,ne,ne,1,z,16,1988,putnik,2
26.2429999998,da,da,1,m,43,1995,vozac,1
85.2649999997,da,da,1,z,37,1997,vozac,2
312.0299999975,ne,da,1,m,20,1978,vozac,0
34.9699999997,da,da,0,z,53,1996,vozac,1
126.0809999993,ne,ne,0,z,48,1986,vozac,1
527.2419999987,ne,da,1,m,21,1989,vozac,2
9.2389999999,ne,ne,1,m,36,1990,vozac,2
22.7089999998,da,da,1,m,32,1999,vozac,2
201.5299999993,da,da,1,m,67,1997,vozac,1
10.7609999999,ne,da,0,m,30,1990,putnik,1
2814.0539999902,da,da,1,m,17,1996,vozac,0
69.7829999998,da,da,0,z,24,1998,vozac,1
30.2899999998,ne,ne,0,m,26,1986,putnik,2
55.7149999999,ne,da,1,z,76,1974,vozac,2
766.1819999963,da,da,0,m,16,1998,putnik,0
8712.0599999428,ne,da,0,z,26,1990,vozac,0
302.5639999993,da,da,0,z,16,1997,vozac,0
668.7829999998,ne,da,0,z,22,1986,vozac,2
63.551,da,ne,1,z,38,1992,vozac,3
10.931,ne,da,1,z,27,1993,vozac,1
10.943,ne,ne,0,m,36,1995,vozac,2
33.0639999998,ne,ne,1,z,78,1990,vozac,1
81.9959999993,ne,da,0,m,70,1984,vozac,1
12.536,ne,ne,1,m,50,1988,vozac,3
255.5489999987,da,da,1,m,18,2000,vozac,0
721.8269999996,da,da,0,m,48,1998,vozac,2
11.7379999999,da,da,1,z,53,1997,vozac,0
696.4509999976,da,ne,1,m,25,1995,vozac,2
114.4579999996,da,da,1,z,49,2001,vozac,1
8.0419999999,da,da,1,z,23,1995,putnik,2
355.5629999973,da,da,1,m,35,1992,vozac,1
1901.0129999965,ne,da,1,m,40,1991,vozac,0
86.2209999999,ne,da,0,z,74,1988,vozac,2
415.3399999999,ne,ne,0,m,42,1992,vozac,0
798.8219999969,da,da,1,z,16,1996,putnik,0
14.433,da,ne,0,m,27,1993,vozac,3
348.1139999963,ne,ne,1,m,31,1993,putnik,2
,da,da,1,m,20,1995,vozac,0
41.1189999999,da,da,0,z,59,1993,putnik,1
18.3119999999,ne,ne,0,z,70,1981,putnik,2
44.0599999996,ne,da,1,m,20,1985,vozac,2
10.9169999999,da,da,1,m,67,1996,vozac,2
2.988,da,ne,0,m,39,1992,vozac,2
22.0129999998,da,da,1,z,24,1999,vozac,2
194.5329999998,ne,da,0,z,66,1987,vozac,1
450.8079999983,ne,da,1,m,32,1983,vozac,1
22.362,da,ne,0,m,27,1995,putnik,3
3.015,ne,da,0,m,16,1988,vozac,2
316.7069999985,ne,da,1,m,43,1994,vozac,1
1,da,da,1,z,20,2001,putnik,2
564.2109999955,ne,da,1,z,38,1985,vozac,0
57.2459999998,ne,ne,1,z,20,1993,putnik,2
375.5519999973,da,da,1,z,41,1999,vozac,1
131.1339999996,da,ne,1,z,31,1998,vozac,2
115.1039999994,ne,da,1,m,26,1987,vozac,1
65.3599999994,da,da,0,z,19,1998,vozac,2
61.5039999997,ne,da,0,z,87,1990,putnik,3
57.7279999997,ne,da,0,m,30,1990,vozac,2
624.2429999933,da,da,1,z,34,1997,vozac,1
15.897,ne,ne,1,z,17,1986,putnik,3
633.8759999946,ne,ne,1,m,39,1984,vozac,0
220.6209999993,ne,ne,0,m,87,1989,vozac,2
1016.3209999949,da,da,1,z,40,1994,vozac,1
12.673,da,da,1,m,58,1995,vozac,2
67.5399999991,da,da,0,m,19,1998,vozac,1
18.8259999999,da,da,0,m,82,1999,vozac,2
27.7419999999,ne,ne,1,z,26,1987,vozac,2
770.0909999982,da,da,0,m,41,1995,putnik,0
72.176,ne,ne,1,m,22,1988,vozac,2
384.049999997,da,da,1,m,19,2000,putnik,0
421.8879999965,da,da,1,z,27,2000,vozac,0
6699.6639999747,ne,ne,1,m,53,1989,vozac,0
86.9859999996,ne,da,0,m,40,1986,vozac,2
176.2199999988,ne,da,0,m,29,1990,vozac,2
19.8339999998,da,da,1,m,76,1996,vozac,0
41.8479999998,da,ne,1,z,38,2002,vozac,2
18.3309999998,da,da,0,z,35,1992,putnik,2
525.1099999994,ne,da,0,z,16,1988,vozac,2
758.9649999961,ne,da,1,m,76,1979,vozac,2
689.7939999998,da,da,0,m,54,1995,vozac,1
963.4519999996,da,da,1,z,18,1997,vozac,2
288.5759999976,ne,da,1,m,41,1989,vozac,0
409.7819999978,ne,da,1,m,81,1986,vozac,0
206.3089999985,ne,da,0,m,21,1987,vozac,1
934.7009999976,da,da,1,z,,1993,vozac,1
13.338,da,da,1,z,70,1993,vozac,2
228.6479999982,da,da,0,z,64,1998,vozac,0
493.5189999975,da,ne,1,z,21,1995,vozac,1
98.5279999999,da,da,0,m,30,1999,vozac,1
3.905,ne,ne,1,z,46,1989,putnik,2
53.517,ne,da,0,m,31,1985,vozac,2
57.693,ne,ne,1,z,17,1990,putnik,2
33.1009999998,da,ne,1,m,22,1995,vozac,0
7.428,ne,ne,1,z,53,1993,putnik,2
210.2999999989,ne,da,1,m,18,1987,putnik,2
56.5389999999,ne,ne,0,z,21,1984,vozac,2
52.4139999999,ne,ne,1,m,39,1988,vozac,3
55.7539999997,da,da,1,m,21,1996,vozac,0
73.6299999999,da,da,1,z,24,1997,vozac,1
40.6609999998,ne,da,0,m,18,1988,vozac,2
553.9409999996,da,da,1,z,17,1990,vozac,1
34.0809999998,da,da,0,z,35,1995,vozac,2
11.0699999999,da,ne,0,z,21,2001,putnik,3
37.4549999996,da,da,1,m,38,1997,putnik,1
18.1639999999,da,da,1,z,42,1997,vozac,1
81.6059999997,da,da,1,z,38,1995,vozac,2
68.0829999996,ne,ne,1,m,17,1988,vozac,2
9.923,da,da,1,z,52,1999,vozac,2
87.4959999993,ne,da,0,z,18,1986,vozac,2
12895.0289999247,ne,da,1,m,20,1985,vozac,0
78.1059999997,da,ne,1,m,20,2001,vozac,2
16.2599999998,da,ne,0,z,68,1994,vozac,2
116.2169999992,da,da,0,m,38,1997,vozac,2
365.3299999982,da,da,0,z,35,1998,vozac,0
273.4609999992,ne,da,1,z,37,1987,vozac,2
3618.2149999738,da,da,1,m,21,1994,vozac,0
1525.8769999892,ne,ne,0,z,64,1994,vozac,2
27.4819999998,da,ne,0,m,19,1995,vozac,2
71.0999999996,ne,da,1,m,57,1990,vozac,2
14.8859999999,da,da,0,m,24,1996,vozac,2
46.5119999996,da,ne,0,m,16,1997,vozac,2
75.5279999999,da,da,1,m,39,1993,vozac,2
3445.4529999793,da,da,0,m,28,1995,vozac,0
12.8529999999,ne,ne,0,m,26,1992,vozac,3
81.9249999998,da,da,0,m,33,1998,vozac,1
94.9479999999,ne,da,1,m,24,1991,putnik,2
1115.8869999945,da,da,1,m,44,1997,vozac,0
45.0689999997,ne,ne,1,m,45,1990,putnik,2
1360.2689999938,da,da,0,z,27,1998,putnik,0
595.6039999947,da,ne,1,z,79,1994,putnik,1
105.8799999999,da,da,0,z,66,2000,vozac,2
159.5989999995,da,da,1,z,53,1995,vozac,0
407.8959999979,ne,ne,0,m,16,1991,vozac,1
40.0699999998,da,da,1,z,44,1995,vozac,2
7.372,ne,da,1,m,42,1984,vozac,0
14.0299999999,da,ne,1,z,18,1995,vozac,2
79.4369999999,da,da,1,z,83,1994,vozac,2
78.3479999993,,da,1,m,28,1992,vozac,2
182.436999999,da,da,1,m,65,1992,vozac,0
1259.6589999944,ne,ne,1,z,30,1994,putnik,0
1414.6289999932,da,da,1,z,51,1999,vozac,1
565.8639999926,da,ne,0,z,17,1996,vozac,0
8.602,da,ne,1,m,21,2001,putnik,1
430.9629999995,ne,da,1,z,17,1991,vozac,2
868.0029999986,ne,ne,1,z,40,1983,putnik,2
966.7819999978,da,da,1,m,54,1995,vozac,0
114.3499999996,da,da,1,m,73,1999,putnik,0
564.5429999977,ne,da,1,z,20,1990,vozac,2
260.2919999994,ne,ne,1,z,59,1986,vozac,1
62.284,da,da,1,z,43,1995,vozac,2
45.2479999997,ne,da,1,m,32,1992,vozac,2
108.8089999994,da,da,1,m,61,1998,vozac,2
265.7899999991,da,da,1,m,34,1998,vozac,1
12.3829999999,ne,da,1,z,42,1988,vozac,0
12.8529999999,da,ne,0,z,17,2000,putnik,2
9.8289999999,da,ne,0,z,33,1994,putnik,2
2132.7189999819,da,ne,1,m,27,1994,vozac,0
313.318,ne,da,1,z,17,1988,vozac,2
62.0969999996,da,ne,1,m,18,2000,vozac,0
296.2649999969,ne,da,1,m,57,1992,vozac,2
205.1159999985,ne,da,1,z,43,1989,vozac,0
647.1499999985,da,da,1,z,18,1990,vozac,2
951.4149999991,ne,da,1,z,63,1987,vozac,2
844.3249999955,da,da,0,z,41,1998,vozac,1
50.6169999996,da,da,0,z,46,1997,vozac,2
242.7249999996,da,da,1,m,41,1996,vozac,0
42.8339999998,da,da,0,z,20,1993,vozac,2
460.8089999966,da,da,1,z,40,2000,vozac,1
1550.2599999905,ne,da,0,m,35,1984,vozac,0
23.4939999999,ne,ne,0,m,56,1993,vozac,2
265.7899999991,da,da,0,m,25,1998,vozac,3
81.5429999996,da,ne,1,z,16,1995,putnik,2
19.2869999998,ne,da,1,z,80,1981,vozac,2
10.1789999999,da,ne,1,m,27,1995,vozac,3
12.1919999999,ne,ne,1,m,36,1989,vozac,2
49.6899999999,ne,ne,1,m,24,1989,vozac,2
36.2239999999,da,ne,1,m,42,1998,vozac,2
45.2489999998,ne,ne,1,m,17,1993,vozac,2
86.3869999992,da,ne,1,m,22,1992,vozac,1
66.0659999996,da,ne,1,m,30,1993,vozac,2
301.0599999987,da,ne,1,m,17,2001,putnik,1
53.3419999997,ne,ne,1,m,21,1987,putnik,2
56.9539999999,ne,ne,1,m,44,1979,vozac,2
318.7639999986,da,da,1,m,75,2002,vozac,1
3136.7139999867,da,da,0,z,17,1992,vozac,0
61.0259999996,da,da,0,m,46,2000,vozac,0
10.8309999999,ne,da,1,m,43,1992,vozac,2
52.23,da,da,1,m,49,1999,vozac,1
714.1899999976,da,da,1,z,50,1995,vozac,2
85.6489999993,ne,da,0,m,75,1991,vozac,1
14.595,ne,ne,0,m,20,1997,vozac,2
135.8359999992,ne,ne,1,m,58,1984,vozac,2
134.1469999999,da,da,1,z,37,,putnik,2
115.3329999996,da,da,0,m,34,1992,vozac,2
494.311999999,da,ne,1,m,30,1991,vozac,0
57.2629999998,da,da,0,z,16,1995,vozac,1
19.1329999999,ne,da,1,m,39,1988,vozac,0
71.5559999999,da,da,1,m,46,1996,vozac,2
9.7849999999,ne,ne,0,m,18,1987,putnik,2
128.1779999994,da,da,1,m,68,1994,vozac,1
28.3229999999,da,da,0,m,34,1996,vozac,2
104.6349999998,da,da,1,m,63,1995,vozac,1
39.855,ne,da,1,m,51,1994,vozac,1
1177.7849999964,ne,ne,1,m,48,1989,putnik,2
50.6169999996,da,da,1,z,38,1994,vozac,0
8443.5119999647,ne,ne,0,m,48,1981,vozac,2
2107.6629999876,da,da,0,z,20,2000,vozac,1
349.9339999966,da,da,0,z,18,1997,vozac,0
77.6189999999,ne,da,1,m,30,1991,vozac,0
24.8119999999,da,ne,0,z,39,1997,vozac,2
489.3459999971,da,da,1,z,21,2000,putnik,1
68.5469999993,da,da,1,z,35,1995,vozac,1
4936.9479999542,ne,da,0,z,17,1994,vozac,2
375.2669999972,ne,da,0,m,36,1979,putnik,2
1779.7139999867,ne,da,0,m,18,1991,vozac,0
252.993999999,da,da,0,z,22,1996,putnik,2
69.8739999998,ne,ne,1,m,17,1988,putnik,2
18.5359999998,da,da,0,m,37,1994,vozac,2
5672.3199999929,da,da,0,z,42,1996,vozac,1
99.2739999993,ne,da,1,z,18,1989,putnik,1
18.8949999998,da,da,1,z,25,1995,vozac,2
964.985999994,da,da,1,z,16,1996,vozac,0
70.8409999991,ne,da,1,z,22,1991,vozac,2
34.0529999998,da,da,1,z,29,1996,vozac,2
522.1429999992,da,da,1,m,64,1996,vozac,0
50.5939999996,ne,ne,1,z,68,1988,vozac,3
208.618999999,da,da,0,m,77,1993,vozac,0
440.8019999973,da,da,1,m,28,1998,putnik,2
74.5949999997,ne,da,0,m,29,1993,vozac,2
49.8739999998,da,da,0,m,40,1996,vozac,0
58.801,ne,da,0,z,31,1989,vozac,0
167.4839999992,ne,da,0,m,19,1992,vozac,2
22.156,da,da,1,m,42,1996,vozac,1
385.061999999,da,da,0,m,32,1990,vozac,2
11.0699999999,ne,ne,1,m,23,1994,putnik,2
31.8129999998,ne,ne,0,z,32,1990,vozac,3
335.0139999986,da,da,1,z,55,1996,vozac,0
227.2909999993,ne,da,0,m,50,1984,vozac,1
11.7379999999,ne,ne,1,m,22,1986,putnik,0
38.5949999997,da,da,0,z,29,1995,putnik,2
536.8249999955,da,da,0,z,16,1997,vozac,2
,da,da,1,m,25,1996,vozac,0
1171.8409999907,ne,da,1,z,21,1991,vozac,2
163.9639999997,ne,da,1,m,20,1986,vozac,2
230.1719999984,da,da,0,z,35,1994,vozac,2
238.5229999982,da,da,0,m,38,2001,vozac,1
89.9199999999,ne,ne,1,m,20,1990,putnik,3
43.4369999999,da,da,1,m,34,1997,vozac,0
58.8619999997,ne,da,1,m,34,1993,vozac,1
42.3789999997,da,ne,1,z,18,1994,vozac,3
1458.5929999948,da,da,1,m,77,2001,vozac,0
27.078,ne,ne,1,z,19,1981,putnik,2
284.3899999969,ne,da,1,z,72,1985,vozac,1
15.8039999999,da,ne,1,z,18,1996,vozac,2
108.0149999997,ne,da,1,z,61,1987,putnik,1
15.048,da,da,1,z,78,1999,vozac,2
30.2899999998,da,da,0,z,27,1996,vozac,2
17.666,ne,ne,1,m,38,1987,vozac,2
250.220999999,ne,da,1,z,75,1989,putnik,1
10.7609999999,da,da,0,z,32,2000,vozac,2
630.9919999987,da,ne,1,m,41,1992,vozac,1
55.3299999996,ne,da,0,z,25,1990,putnik,2
63.2719999999,ne,ne,1,z,31,1984,putnik,2
1109.72299999,da,da,0,m,45,1998,vozac,1
28.8909999998,da,da,1,m,45,1995,vozac,2
55.1439999999,da,ne,0,z,32,1999,vozac,2
1,da,da,1,m,25,1999,vozac,0
77.8609999996,da,da,0,m,45,1993,vozac,0
34.0529999998,da,da,1,z,26,1995,vozac,2
4.491,ne,ne,1,m,37,1979,vozac,2
113.7409999995,ne,da,0,z,31,1990,putnik,3
27.1089999999,da,da,0,m,34,1996,vozac,3
8.5299999999,da,da,1,m,20,1994,vozac,1
75.3019999992,da,ne,1,m,22,1999,vozac,2
1757.8899999857,ne,ne,0,m,19,1992,vozac,0
33.9149999996,da,ne,0,m,87,2000,vozac,3
87.1349999998,ne,da,0,z,41,1988,vozac,0
210.3789999988,da,da,1,m,18,1994,vozac,0
42.4909999999,ne,ne,1,z,73,1998,putnik,2
49.3539999998,da,da,0,z,53,2001,vozac,2
89.8359999992,da,ne,0,z,50,1999,putnik,2
15.9179999999,ne,da,1,z,77,1991,vozac,2
9.5429999999,ne,da,1,m,56,1991,vozac,0
47.6949999998,ne,ne,1,m,23,1988,vozac,2
7.589,ne,da,1,z,26,1994,vozac,1
13.051,da,da,0,m,33,1996,vozac,2
9.7849999999,ne,da,0,m,35,1978,vozac,2
107.1819999991,ne,da,1,m,78,1987,putnik,3
18.3309999998,ne,da,1,z,23,1987,putnik,2
502.2119999975,da,da,1,z,27,1995,putnik,0
561.2409999967,ne,ne,1,m,36,1993,vozac,2
230.1329999994,ne,da,1,z,34,1991,putnik,2
41.4859999996,ne,da,0,m,50,1989,vozac,0
65.1319999993,ne,da,0,m,41,1987,vozac,2
787.5289999992,ne,ne,0,m,24,1986,vozac,0
143.9859999996,da,da,0,m,58,1993,vozac,0
51.8319999999,da,da,1,m,78,1996,vozac,2
192.6239999998,da,ne,1,m,35,1996,vozac,2
223.2539999988,ne,da,1,z,23,1993,vozac,1
3278.6879999936,ne,ne,0,m,44,1980,vozac,2
86.2209999999,da,ne,1,z,55,1994,vozac,2
64.6119999997,da,da,0,m,21,1996,putnik,0
6.834,ne,ne,1,m,58,1989,vozac,3
42.4499999997,ne,da,0,m,52,1988,vozac,0
5.434,ne,da,0,z,20,1989,putnik,2
59.0779999997,ne,ne,1,m,20,1994,vozac,2
26.0909999998,ne,da,1,z,22,1987,putnik,2
45.6529999999,da,da,,z,16,1999,putnik,2
0,da,da,1,z,16,1998,vozac,0
85.1859999998,da,da,1,m,27,1991,vozac,2
39.2899999996,da,ne,0,m,20,1997,putnik,2
0,da,da,1,m,25,1998,vozac,2
24.1629999999,ne,ne,1,z,23,1985,vozac,2
116.2019999996,ne,ne,1,m,25,1991,vozac,3
47.5029999996,ne,da,1,m,26,1990,vozac,1
2227.2629999816,da,da,1,z,33,1994,vozac,0
9.0449999999,ne,da,1,m,46,1978,vozac,2
116.6499999994,da,ne,1,z,55,1998,putnik,2
232.9609999992,da,da,0,m,61,1998,vozac,0
365.3399999999,da,da,0,z,42,2000,vozac,1
68.784,ne,ne,1,m,33,1994,vozac,2
51.8229999999,da,da,1,m,25,1996,vozac,2
1745.5949999988,ne,da,1,z,37,1985,vozac,0
39.6529999999,da,ne,1,m,77,1990,vozac,3
807.610999994,ne,da,0,z,41,1982,putnik,0
36.926,ne,da,1,m,23,1988,vozac,2
1541.3789999932,da,da,1,z,38,1997,vozac,0
147.4059999995,da,da,1,z,56,1998,vozac,0
50.6169999996,ne,da,0,m,38,1994,putnik,2
3279.4909999967,ne,da,1,z,42,1991,vozac,1
101.1559999995,da,ne,1,z,18,1999,vozac,2
18.693,ne,da,1,m,19,1987,vozac,1
20.0279999999,da,ne,0,m,52,1997,vozac,3
9.7799999999,ne,da,1,z,22,1991,vozac,2
286.9639999978,da,da,0,z,45,1997,vozac,0
398.5099999979,da,ne,1,m,16,1995,putnik,0
49.7679999997,ne,da,1,m,42,1995,vozac,0
344.7189999968,ne,da,0,z,29,1986,vozac,1
71.7059999993,ne,da,1,m,59,1989,vozac,2
8.857,ne,ne,0,m,19,1994,vozac,2
280.3489999995,ne,da,0,m,19,1994,putnik,2
1203.2929999977,ne,da,1,z,24,1991,putnik,1
164.3199999984,ne,da,0,m,40,1984,vozac,0
328.129999999,ne,da,0,m,45,1989,vozac,1
11.2679999999,ne,da,1,m,62,1998,vozac,2
5.911,da,da,1,m,29,1997,vozac,2
100.6189999999,ne,da,0,z,65,1991,putnik,1
54.3029999998,ne,ne,1,m,25,1988,vozac,2
26.8959999999,ne,ne,1,z,49,1987,vozac,2
275.6389999986,ne,da,1,m,72,1995,vozac,0
8.578,ne,da,0,m,25,1982,vozac,2
32.8239999996,da,da,0,m,25,1998,vozac,1
14.938,da,da,1,m,29,1994,putnik,2
364.174999997,da,da,1,m,48,1999,vozac,0
606.599999994,ne,da,1,z,22,1993,putnik,0
3924.8409999907,ne,ne,1,m,48,,vozac,2
384.6939999983,da,da,0,z,56,1997,vozac,2
5.723,ne,da,0,z,26,1986,vozac,2
918.7459999993,ne,da,1,z,17,1988,putnik,0
53.3149999999,ne,ne,1,z,24,1986,vozac,2
16.5889999999,ne,da,0,m,21,1986,putnik,2
648.4079999998,da,da,1,m,56,1996,vozac,0
38.5949999997,da,da,0,z,25,1997,vozac,2
38.3849999998,ne,ne,1,m,72,1991,vozac,2
381.818,da,da,0,z,21,1995,vozac,2
264.4469999969,da,da,0,m,29,1995,vozac,2
114.2919999994,da,da,1,z,29,1997,vozac,2
719.6969999969,da,da,1,m,73,2000,vozac,1
582.6379999965,ne,da,1,m,19,1988,putnik,1
156.1599999983,da,ne,1,z,29,2001,vozac,2
113.5219999999,ne,da,0,m,26,1984,vozac,1
74.9739999995,ne,da,1,m,39,1992,putnik,1
173.9649999999,da,da,0,z,21,1995,vozac,2
54.3389999997,da,da,1,m,57,1997,vozac,1
45.5749999997,ne,da,1,z,37,1993,vozac,2
35.4189999998,ne,ne,0,m,25,1982,vozac,0
130.9409999996,da,da,0,m,34,1996,vozac,1
28.855,da,da,1,m,36,1997,putnik,1
34.9499999997,ne,da,0,z,23,1992,vozac,3
1,da,da,1,m,41,1996,vozac,2
60.4409999996,ne,ne,1,m,46,1993,vozac,2
14.911,da,ne,0,m,40,1995,vozac,2
10865.5199999809,da,ne,1,z,28,1993,vozac,2
29.8769999999,da,da,1,m,69,1998,vozac,1
241.0949999988,ne,ne,1,z,39,1995,vozac,1
82.4139999999,da,ne,0,m,44,1997,putnik,0
264.5149999969,ne,da,1,z,30,1992,vozac,1
21.1279999998,da,da,1,m,22,1999,vozac,2
904.9449999928,ne,da,0,z,44,1991,vozac,1
49.7749999999,da,da,1,m,26,1996,vozac,1
47.8169999998,ne,ne,1,m,44,1991,vozac,2
733.6219999939,ne,da,1,z,49,1991,vozac,2
74.9739999995,da,da,0,m,38,1995,vozac,2
9.727,ne,ne,1,m,47,1988,vozac,3
715.7349999994,ne,da,1,z,50,1992,vozac,2
139.6289999988,da,da,1,z,18,1999,putnik,0
53.1509999996,ne,ne,1,m,34,1987,vozac,2
55.6769999997,da,da,1,z,44,1996,putnik,1
97.9979999997,da,da,1,z,18,1991,vozac,1
73.1799999997,da,ne,0,z,31,2002,putnik,2
9.026,da,da,1,m,19,2000,vozac,0
1103.5589999855,da,da,1,m,40,1996,,1
15.5349999999,ne,da,1,m,72,1989,vozac,0
685.7549999952,ne,da,0,z,35,1989,vozac,1
46.2569999998,ne,da,1,m,48,1981,vozac,3
126.0019999994,da,ne,1,z,59,2001,vozac,2
524.6849999949,da,da,1,z,29,1996,vozac,2
317.498999998,da,da,0,z,49,2002,vozac,0
13.7379999999,ne,ne,1,m,46,1992,vozac,0
10034.8079999685,ne,da,0,z,24,1990,vozac,0
29.8159999999,da,ne,1,z,21,1997,vozac,1
294.3559999987,da,da,0,z,47,1990,vozac,1
130.0559999999,da,ne,0,m,34,1994,vozac,2
44.6689999998,ne,ne,1,m,18,1985,vozac,2
639.1139999926,da,da,0,m,58,1998,vozac,0
50.6169999996,da,da,0,z,40,1994,vozac,2
41.1779999998,da,da,1,m,39,1998,vozac,3
274.8339999989,ne,ne,1,z,19,1989,vozac,1
874.6589999944,da,ne,1,m,29,1997,vozac,0
110.5489999997,ne,da,0,m,37,1994,vozac,1
690.0419999957,da,ne,1,z,49,1999,vozac,0
313.318,ne,ne,1,z,74,1990,vozac,2
179.3239999991,da,ne,1,m,27,1995,vozac,1
358.0319999978,da,da,1,m,72,1997,vozac,0
68.1629999997,da,da,0,m,21,1996,vozac,2
4542.5499999523,da,da,0,z,32,1992,vozac,1
737.986999996,ne,da,1,z,31,1991,vozac,1
46.6409999998,ne,ne,1,z,63,1994,vozac,2
35.3879999998,da,da,0,m,49,1998,vozac,2
793.6079999954,ne,ne,1,m,23,1985,vozac,2
6.589,ne,ne,0,z,19,1989,putnik,1
116.3079999993,da,da,0,m,19,1999,putnik,0
4959.875,ne,ne,0,m,25,1980,vozac,2
6553.5079999566,ne,da,0,m,30,1993,putnik,0
473.686999999,da,da,0,z,19,2000,vozac,2
61.5039999997,da,da,1,z,24,1995,vozac,2
594.7899999991,da,da,1,z,36,1995,vozac,0
29.0519999999,ne,ne,1,z,64,1987,putnik,3
195.9299999997,da,da,1,z,36,1998,vozac,0
75.2399999993,da,ne,1,m,68,2000,vozac,3
1429.7049999982,da,ne,1,z,31,1998,vozac,2
8.5299999999,da,ne,0,z,37,1997,vozac,1
144.0719999988,da,da,0,z,48,2000,vozac,2
374.0399999991,da,da,0,m,35,2000,vozac,0
28.0689999999,da,ne,0,m,78,1993,vozac,1
32.5069999998,ne,da,1,z,37,1984,vozac,2
240.6769999992,da,ne,0,z,42,1994,vozac,2
30.2899999998,ne,ne,1,m,38,1985,vozac,2
64.5829999996,da,ne,0,m,33,1996,vozac,2
183.8419999983,ne,da,0,m,53,1980,vozac,0
28.1109999998,da,da,0,m,46,2001,vozac,2
55.6769999997,da,ne,1,m,18,1998,vozac,1
2328.1549999714,ne,ne,1,z,16,1994,putnik,2
145.8729999997,da,da,1,z,37,1998,vozac,1
268.0239999965,ne,da,0,m,45,1988,vozac,0
5.642,ne,ne,0,z,35,1991,vozac,2
1411.875,ne,da,1,z,46,1992,vozac,2
93.7509999992,ne,da,0,m,50,1990,vozac,2
383.060999997,da,da,0,z,16,1993,vozac,0
1,da,da,0,m,26,1995,vozac,2
139.8049999997,ne,ne,1,m,38,1993,vozac,2
47.5029999996,da,da,1,m,68,1996,vozac,0
12.193,ne,ne,0,m,16,1990,putnik,3
12.531,da,da,1,m,17,1995,vozac,2
9.026,ne,ne,0,m,21,1994,vozac,2
91.6939999992,ne,da,1,m,75,1987,vozac,0
354.3199999966,ne,da,1,z,21,1991,vozac,0
,ne,da,1,m,59,1985,vozac,0
37.6369999996,da,da,0,m,31,1998,vozac,1
2258.6479999721,ne,da,1,m,38,1989,putnik,1
50.838,ne,ne,1,m,17,1987,putnik,2
1,da,da,1,z,27,2001,vozac,2
58.8699999996,da,da,1,z,58,1996,vozac,2
460.8429999985,da,da,0,z,18,1995,vozac,2
658.6209999993,da,da,1,z,61,1991,vozac,1
31.1549999998,da,ne,0,m,34,1997,vozac,0
419.6679999977,da,da,0,m,25,2000,vozac,0
1115.4539999962,da,ne,0,m,21,1995,putnik,0
18.5379999999,da,da,0,z,34,1993,vozac,2
262.9179999977,ne,da,1,m,43,1988,vozac,0
31.4509999999,da,da,1,z,37,1995,vozac,2
45.6529999999,da,da,1,z,20,1996,vozac,2
355.6899999976,da,ne,1,m,19,1993,vozac,2
1667.9409999996,ne,da,0,m,70,1989,vozac,0
56.2819999997,ne,da,0,m,71,1984,vozac,2
1235.3589999974,da,da,1,m,23,1993,vozac,0
182.9779999983,da,da,0,z,40,1996,vozac,0
542.8949999958,da,da,1,z,30,1999,vozac,0
927.1409999952,ne,da,0,z,28,1991,vozac,0
123.8989999993,ne,da,1,m,48,1990,vozac,2
222.0019999985,da,ne,1,z,32,1997,putnik,2
126.6109999996,ne,da,1,z,17,1988,putnik,0
72.176,ne,da,0,m,31,1984,vozac,2
261.2349999994,ne,da,0,m,18,1993,vozac,0
126.0809999993,ne,da,1,m,79,1988,vozac,1
83.5379999997,da,da,0,z,35,1999,vozac,1
1347.7879999876,ne,ne,1,m,20,1985,vozac,2
19.4009999998,da,ne,1,m,38,1998,putnik,2
64.7259999998,ne,da,0,z,43,1991,vozac,0
31.3419999999,da,da,0,z,75,1994,vozac,3
1926.6439999938,da,da,0,z,40,1998,vozac,0
20.862,ne,ne,1,z,48,1994,vozac,2
70.8499999996,ne,da,1,z,37,1984,putnik,2
19.2159999998,da,ne,0,m,25,1999,putnik,2
347.7979999967,ne,da,0,z,27,1987,vozac,1
557.3519999981,ne,da,0,z,41,1988,vozac,1
44.7379999999,ne,ne,1,z,38,1990,vozac,2
44.1699999999,da,ne,0,m,48,1998,vozac,2
493.186999999,ne,da,1,z,52,1977,putnik,0
10.7779999999,da,da,1,m,26,1999,vozac,1
34.0529999998,da,ne,0,m,25,1995,vozac,2
83.3269999996,ne,ne,1,m,17,1987,vozac,2
1820.0779999942,da,da,1,z,39,2001,vozac,1
84.7349999994,da,da,1,z,20,2001,putnik,1
26.5149999999,da,ne,1,z,19,2000,vozac,2
339.9619999975,da,da,1,m,42,1995,vozac,2
3108.4759999812,ne,da,1,z,55,1990,vozac,2
