make,category,year,transmission,color,fuel,engine_size,mileage,price
Audi,Sedan,2011,automatic,blue,diesel,1983,287496,11471
Volkswagen,Hatchback,1993,automatic,black,diesel,2196,695070,23105
Hyundai,Hatchback,2020,CVT,green,hybrid,2475,27198,25919
Porsche,Coupe,2012,automatic,red,petrol,2295,153329,92783
Kia,Minivan,2008,automatic,white,petrol,2967,136755,4218
Kia,Sedan,2014,automatic,silver,diesel,2213,196209,5257
Kia,Sedan,1995,manual,grey,diesel,2000,696724,12459
Kia,Sedan,2010,automatic,grey,diesel,2196,224471,10124
BMW,Sedan,2015,manual,red,petrol,1606,67800,19928
Volvo,Wagon,2006,automatic,blue,diesel,2475,330701,830
Volvo,Convertible,2009,manual,red,diesel,2475,287868,8230
Volkswagen,Wagon,2019,manual,silver,petrol,2000,41224,16218
BMW,SUV,2017,manual,red,diesel,2786,126066,43857
Volkswagen,Hatchback,2007,manual,red,diesel,1836,473360,9625
Kia,SUV,2015,manual,blue,diesel,2967,149296,18746
Audi,Wagon,2008,automatic,white,petrol,2475,155895,9622
Volkswagen,Sedan,2019,manual,blue,diesel,1721,106064,20912
BMW,Sedan,2011,automatic,red,petrol,2213,111900,7252
Honda,Sedan,2001,manual,white,petrol,2213,185768,20843
Porsche,Coupe,2006,automatic,silver,petrol,2213,242250,43193
Lexus,SUV,2019,manual,white,petrol,1836,46476,37884
Kia,Sedan,2018,CVT,grey,hybrid,1983,71400,23687
Ferrari,Hatchback,2018,manual,green,petrol,2295,62465,101116
Hyundai,Sedan,2001,manual,black,diesel,2475,387464,20747
Hyundai,Hatchback,2015,manual,grey,diesel,2213,165296,16997
Audi,Coupe,2010,manual,green,diesel,2196,258635,2868
BMW,Sedan,2007,manual,white,diesel,2295,298464,22362
Hyundai,Sedan,2014,manual,red,petrol,1721,120042,2703
Toyota,Sedan,2006,manual,blue,petrol,2213,246891,5648
Hyundai,Sedan,2013,automatic,black,petrol,1721,109250,17500
Kia,Sedan,1996,automatic,white,petrol,2213,274752,9433
Lexus,Hatchback,2012,manual,grey,petrol,2475,94006,9208
Toyota,Coupe,2005,manual,blue,diesel,2295,390258,16241
BMW,Coupe,2019,automatic,white,diesel,1836,77496,21870
Mercedes-Benz,Minivan,2018,automatic,grey,diesel,2557,136125,55726
BMW,Convertible,2002,manual,blue,diesel,1721,492807,60470
Lexus,Hatchback,2016,manual,grey,petrol,1836,82831,23432
Toyota,Sedan,2019,automatic,blue,petrol,1836,42148,22275
Hyundai,SUV,2009,manual,silver,diesel,2967,328762,11149
BMW,Convertible,2012,manual,black,petrol,1606,158752,11910
Toyota,SUV,2020,CVT,blue,hybrid,2213,29727,44442
Toyota,Pickup,1994,CVT,black,hybrid,2786,403129,158104
Lexus,SUV,1999,manual,grey,petrol,2803,208680,64140
Honda,Sedan,2019,CVT,grey,hybrid,1606,59588,26758
Audi,Sedan,2011,manual,red,diesel,2196,238548,6262
Kia,SUV,2016,automatic,red,petrol,2196,61565,16016
Mercedes-Benz,SUV,2019,automatic,grey,diesel,2295,78144,44032
Audi,Coupe,2018,automatic,blue,petrol,1836,49510,24074
Volkswagen,Sedan,2014,automatic,silver,petrol,2196,132633,10998
Volkswagen,Wagon,2000,automatic,blue,petrol,2967,258175,35933
Volvo,Convertible,2013,manual,green,petrol,1721,111970,0
Honda,SUV,2000,manual,green,petrol,2000,194971,38843
Toyota,Pickup,1999,CVT,green,hybrid,2786,313080,99691
BMW,Coupe,2019,automatic,black,diesel,1606,75612,25241
Audi,Sedan,2010,automatic,silver,petrol,1836,151580,18440
Kia,Wagon,2016,automatic,red,petrol,1606,94479,9991
Volvo,Sedan,2006,automatic,blue,petrol,1606,189771,20182
Kia,Sedan,2017,CVT,black,hybrid,2475,84558,15797
Mercedes-Benz,SUV,2017,manual,blue,petrol,2606,72654,27379
Lexus,Hatchback,2015,manual,black,petrol,1983,119032,11280
Toyota,Hatchback,2014,automatic,blue,petrol,1983,128718,7212
Kia,Sedan,2003,manual,blue,petrol,1606,254280,22364
Kia,Sedan,2004,automatic,red,diesel,1500,382014,23607
Audi,Sedan,1993,automatic,black,petrol,2196,381750,21340
Porsche,Convertible,2020,automatic,black,diesel,2213,64266,118828
Kia,Sedan,2015,automatic,green,petrol,2000,95088,15289
Volkswagen,Hatchback,2012,manual,white,petrol,1721,102223,9794
FIAT,Hatchback,2017,manual,red,diesel,1721,154434,18786
Honda,Coupe,2014,manual,grey,diesel,2213,167040,8209
Toyota,SUV,2001,manual,white,petrol,2786,218262,24035
Volkswagen,Hatchback,2015,manual,black,petrol,2295,100552,14304
Mercedes-Benz,Sedan,2002,manual,blue,petrol,2295,183561,2247
Toyota,Sedan,2008,manual,white,petrol,1721,222060,2801
Hyundai,SUV,2010,manual,white,petrol,2967,118417,12355
Toyota,Sedan,2002,manual,silver,diesel,1836,453831,28657
Toyota,Pickup,2000,CVT,green,hybrid,2835,344011,51510
Mercedes-Benz,SUV,2006,manual,white,diesel,1836,398514,8821
Volkswagen,SUV,2017,automatic,blue,diesel,2557,106626,16424
Toyota,Pickup,2018,CVT,white,hybrid,2557,40395,42409
Mercedes-Benz,Hatchback,2017,manual,silver,petrol,2000,87744,20701
Audi,Sedan,2002,automatic,silver,petrol,2000,254709,23356
Audi,Sedan,1996,manual,grey,diesel,1836,675297,51861
BMW,SUV,2010,manual,black,diesel,2295,365872,11281
Porsche,Sedan,2020,manual,grey,petrol,1500,42501,123951
Volkswagen,Sedan,2014,manual,blue,petrol,2475,123030,11043
BMW,SUV,2017,manual,white,petrol,2196,66984,51278
Mercedes-Benz,Sedan,2007,manual,white,petrol,1836,139136,9394
BMW,Sedan,2009,manual,green,diesel,2000,289814,20759
Porsche,Convertible,2015,manual,black,petrol,1983,80568,179230
Toyota,Hatchback,1997,manual,red,petrol,1606,256126,8018
Volvo,SUV,2014,manual,blue,diesel,2295,208836,12263
Honda,Hatchback,2018,manual,white,diesel,2000,88640,12180
Honda,Minivan,1995,manual,black,diesel,2475,638344,81871
Volvo,Wagon,2000,manual,green,diesel,2196,476974,18185
Audi,Coupe,2014,manual,black,diesel,1721,211572,19947
Hyundai,Sedan,2014,manual,grey,diesel,1983,187308,13105
Mercedes-Benz,Sedan,2013,manual,grey,petrol,1983,103880,0
Toyota,Sedan,1993,manual,grey,petrol,2295,449250,40217
Honda,Hatchback,2013,manual,blue,diesel,2475,267740,11108
Honda,Hatchback,2010,automatic,silver,petrol,2196,104754,7954
Volkswagen,SUV,2009,manual,white,diesel,2557,401604,11030
Honda,SUV,2009,manual,grey,diesel,2000,315350,12561
Ferrari,Convertible,2008,manual,blue,petrol,2196,209535,73550
Volkswagen,Hatchback,2005,manual,red,petrol,1500,185292,13690
Volkswagen,Wagon,2003,manual,blue,petrol,2967,246320,18862
Volvo,Sedan,2013,manual,white,petrol,1606,113430,8442
BMW,SUV,2006,manual,green,diesel,2835,417571,7843
Audi,Sedan,2015,manual,white,petrol,1721,115824,17721
Audi,Sedan,2012,manual,red,petrol,1721,109615,4392
BMW,Sedan,1993,manual,green,diesel,1606,840360,46697
Toyota,SUV,2013,automatic,grey,petrol,2000,147630,11464
Lexus,Sedan,2011,manual,grey,petrol,2295,124152,1858
Audi,Sedan,1995,manual,silver,petrol,2213,393708,102649
Audi,Convertible,1996,CVT,red,hybrid,2000,315306,21520
BMW,Coupe,2016,automatic,white,petrol,1983,75481,17680
Toyota,Sedan,2008,manual,black,petrol,2475,148605,1586
Kia,SUV,2016,automatic,silver,petrol,2475,84462,19236
Volvo,Hatchback,2013,manual,silver,petrol,2196,101860,12488
Toyota,Sedan,1996,automatic,blue,diesel,2196,732051,20686
Mercedes-Benz,Convertible,2016,automatic,silver,petrol,1606,72240,28207
FIAT,Hatchback,2014,manual,red,petrol,1983,109458,5427
Toyota,SUV,2010,automatic,blue,petrol,2295,181558,1585
Honda,SUV,2007,manual,white,diesel,2557,442464,16647
Toyota,Sedan,1998,automatic,green,petrol,1721,224775,21183
FIAT,Hatchback,2019,automatic,green,petrol,1721,52220,19967
Audi,Sedan,2017,manual,white,diesel,1500,109386,23109
Hyundai,Sedan,2004,automatic,red,petrol,1500,192622,17980
Mercedes-Benz,SUV,2013,manual,silver,petrol,2606,145830,19154
Volvo,Sedan,1992,automatic,white,diesel,1721,681845,97789
Mercedes-Benz,SUV,2019,automatic,green,diesel,2196,118368,45123
Kia,Minivan,2012,manual,silver,petrol,2213,152185,9264
Toyota,Pickup,1992,CVT,black,hybrid,2213,455111,181625
Volvo,Sedan,2000,manual,green,diesel,1836,601910,13335
Kia,Sedan,2015,automatic,red,petrol,1500,85776,14875
Mercedes-Benz,Coupe,2011,manual,silver,petrol,2196,113904,8719
Mercedes-Benz,Wagon,2012,manual,silver,petrol,2835,100573,405
Honda,Sedan,2003,manual,grey,diesel,2213,552900,19435
Toyota,Sedan,2000,manual,red,petrol,2475,332281,16304
Toyota,Pickup,2016,CVT,red,hybrid,2967,96621,41006
Lexus,SUV,2019,automatic,white,petrol,2835,53208,34879
Mercedes-Benz,Minivan,2017,manual,black,diesel,1983,163614,44301
Lexus,Sedan,2006,manual,blue,petrol,2000,212347,12196
Audi,Sedan,2020,manual,grey,diesel,1606,64428,27804
Volvo,Convertible,2002,automatic,blue,petrol,1500,265650,3035
Toyota,Pickup,1994,CVT,white,hybrid,2196,407769,132376
Toyota,Convertible,2002,manual,red,diesel,1606,606060,8163
Porsche,Coupe,2010,manual,black,petrol,1836,106925,72250
BMW,Coupe,2010,automatic,white,petrol,2213,155532,5863
BMW,SUV,2015,automatic,green,petrol,2213,87000,34662
Toyota,Pickup,2017,manual,green,diesel,2295,175368,44084
BMW,Coupe,1995,manual,silver,petrol,2295,321188,49023
Volkswagen,Hatchback,2010,automatic,green,petrol,1500,178529,6477
BMW,Sedan,2006,manual,red,petrol,2196,218994,6824
Audi,Sedan,2015,manual,silver,petrol,1721,66776,13792
Mercedes-Benz,SUV,2019,manual,green,petrol,2967,42264,44265
Volkswagen,SUV,2016,manual,white,petrol,2557,94724,11682
BMW,SUV,2018,manual,blue,petrol,2295,53385,40835
Toyota,Pickup,1996,CVT,grey,hybrid,2967,262035,131321
Volvo,Sedan,2008,manual,silver,diesel,1983,382860,9266
Hyundai,Sedan,2018,CVT,red,hybrid,2213,62985,25133
Mercedes-Benz,SUV,2020,manual,red,diesel,2000,84042,44002
Hyundai,SUV,2007,automatic,red,diesel,2606,337008,10668
Toyota,Pickup,1998,CVT,silver,hybrid,2557,353550,97889
Mercedes-Benz,SUV,2019,manual,green,petrol,2786,53252,47697
Toyota,Pickup,2015,CVT,black,hybrid,2803,78440,17433
Toyota,Sedan,2004,manual,black,petrol,1606,183502,1586
BMW,SUV,2014,manual,grey,diesel,2606,228672,21774
Lexus,Sedan,1992,CVT,silver,hybrid,1836,445036,33947
Mercedes-Benz,Sedan,2018,automatic,blue,electric,1,59330,56460
BMW,Convertible,2013,manual,red,petrol,1606,98170,19181
Honda,Sedan,2010,automatic,blue,diesel,1836,279916,7032
Mercedes-Benz,Coupe,2011,automatic,black,electric,1,178152,2678
Volvo,Sedan,2001,manual,red,diesel,2213,510576,50263
Volkswagen,Hatchback,2006,manual,red,petrol,1500,198390,5428
Hyundai,SUV,2008,manual,blue,diesel,1836,280080,11828
Hyundai,SUV,2015,manual,grey,petrol,2835,75488,13418
Toyota,Sedan,2007,automatic,grey,petrol,1721,156064,19255
BMW,SUV,2011,automatic,black,petrol,2835,99108,16553
Honda,Convertible,2000,manual,black,petrol,2475,205643,4964
Audi,Coupe,2020,automatic,grey,diesel,1500,88422,31839
Honda,Minivan,1995,manual,red,diesel,2475,493080,40764
Volkswagen,Minivan,2010,automatic,silver,petrol,2835,130975,7690
BMW,Sedan,2002,manual,blue,diesel,1983,452991,39814
Lexus,Sedan,2004,CVT,blue,hybrid,1500,268850,36150
Toyota,Sedan,1996,manual,grey,petrol,2475,272889,47588
Kia,Wagon,2018,manual,red,diesel,2557,141805,23286
Audi,Sedan,1998,automatic,red,petrol,1500,313375,48402
Porsche,Sedan,2020,manual,red,diesel,2475,51681,145723
BMW,Coupe,2010,manual,black,petrol,1983,117104,11271
Ferrari,Coupe,2018,manual,black,petrol,2475,57020,118929
Porsche,Convertible,2015,manual,green,diesel,1721,175776,62470
Kia,SUV,2020,manual,green,diesel,2803,71343,27643
Honda,Pickup,2011,manual,red,petrol,2295,132276,17195
Hyundai,SUV,2010,manual,red,petrol,1983,193609,12953
Mercedes-Benz,Sedan,1993,manual,black,diesel,2295,632970,92565
Hyundai,Minivan,2007,manual,green,diesel,1836,299824,1826
Lexus,Sedan,2019,CVT,white,hybrid,2000,54428,39893
Lexus,Sedan,2000,manual,white,petrol,2213,258267,65574
Toyota,SUV,2019,automatic,red,petrol,1983,54380,30352
Mercedes-Benz,Coupe,2019,manual,silver,diesel,2213,94636,25178
Kia,Sedan,2020,manual,red,diesel,2000,71832,23042
Volkswagen,Minivan,1993,manual,green,petrol,1983,387300,54576
Ferrari,Convertible,2014,manual,white,petrol,2475,132453,150734
Mercedes-Benz,Coupe,1999,manual,blue,petrol,2475,220896,33521
Mercedes-Benz,Convertible,2002,manual,blue,diesel,1836,628593,53482
Audi,Sedan,1999,automatic,grey,diesel,1500,548088,44272
Lexus,SUV,2009,manual,red,petrol,2213,112994,16363
Volvo,Sedan,2002,manual,white,petrol,2213,290955,2836
Toyota,Sedan,2003,manual,black,petrol,2213,299420,26924
Kia,Sedan,2017,CVT,grey,hybrid,1721,61908,32905
BMW,SUV,2016,manual,grey,diesel,2803,158844,35228
Audi,Sedan,2015,automatic,white,diesel,2213,166152,18587
Toyota,SUV,2003,manual,white,petrol,2295,204500,7610
Toyota,Minivan,2007,manual,green,petrol,2196,168304,20426
Audi,Convertible,2017,automatic,green,diesel,1836,137832,34430
BMW,Convertible,2004,automatic,blue,petrol,2475,279338,17757
Lexus,Convertible,2010,automatic,silver,petrol,2475,163436,2320
Mercedes-Benz,Sedan,2011,automatic,blue,petrol,2196,131460,1817
Honda,Convertible,2009,manual,white,diesel,2295,375256,4261
Audi,Sedan,2010,manual,blue,petrol,1500,178282,14132
Toyota,Coupe,2001,automatic,grey,petrol,2475,291764,23271
Hyundai,Sedan,2019,automatic,white,hybrid,2196,36716,43672
Toyota,Pickup,2003,automatic,white,hybrid,2213,201400,31694
Mercedes-Benz,Sedan,1994,automatic,blue,diesel,1606,778041,52360
Mercedes-Benz,Sedan,1993,manual,green,petrol,1983,385920,51906
Lexus,Sedan,1993,manual,grey,petrol,1721,361620,80261
Lexus,Sedan,2020,automatic,white,petrol,2000,33441,27635
Kia,Sedan,2007,manual,green,diesel,2213,318240,3504
Toyota,SUV,1993,manual,red,petrol,2606,279270,36141
Mercedes-Benz,SUV,2009,automatic,black,petrol,1983,165606,19881
Mercedes-Benz,Minivan,2017,manual,red,diesel,2196,107208,39397
Volvo,Wagon,2012,automatic,black,petrol,2967,143748,13328
Honda,SUV,2007,automatic,white,diesel,2786,350240,8749
BMW,SUV,2003,manual,red,petrol,2803,292700,23397
Audi,Wagon,2016,manual,white,diesel,1500,193683,31768
Volkswagen,Hatchback,2000,manual,green,petrol,2475,203596,8149
Porsche,SUV,2019,manual,green,diesel,2000,70276,225149
BMW,SUV,2012,automatic,red,petrol,2835,122958,412
Lexus,SUV,2001,manual,blue,petrol,2213,194524,17422
Lexus,SUV,2011,CVT,red,hybrid,2803,96228,15648
Audi,Coupe,2009,manual,red,diesel,1721,362418,836
Lexus,Sedan,2001,automatic,red,petrol,2196,187968,19535
Honda,Pickup,2007,manual,green,petrol,2295,139392,25449
Volkswagen,Sedan,2005,manual,red,petrol,2213,231570,3054
Hyundai,SUV,2015,automatic,green,petrol,2000,84720,14243
Kia,Sedan,2009,manual,white,petrol,2000,168910,531
Volkswagen,Sedan,2004,manual,red,diesel,2475,362140,9047
Toyota,Minivan,2010,manual,white,diesel,2000,271401,10867
BMW,Sedan,2018,manual,white,diesel,2000,115365,30533
Volkswagen,Sedan,2014,automatic,black,petrol,1721,129519,12189
Toyota,Pickup,2011,CVT,black,hybrid,2786,112488,14590
Mercedes-Benz,Sedan,2003,automatic,green,petrol,1983,263900,52473
Hyundai,Sedan,2006,automatic,grey,petrol,1836,218212,4342
Hyundai,Sedan,2018,CVT,white,hybrid,2213,65830,28258
Audi,Sedan,2013,automatic,red,petrol,2475,107920,19858
FIAT,Hatchback,2014,manual,green,petrol,1836,89082,8079
Mercedes-Benz,SUV,2015,manual,grey,petrol,2196,70144,12444
Volvo,Sedan,2003,automatic,white,petrol,2000,291560,0
Hyundai,Hatchback,2004,manual,grey,diesel,2295,563559,4010
Honda,SUV,2000,manual,red,diesel,1983,574816,18436
McLaren,Coupe,2014,manual,silver,petrol,1500,116586,59375
Toyota,Coupe,1992,manual,white,diesel,2196,899558,14196
Audi,Sedan,2008,manual,red,diesel,1983,261210,7943
Mercedes-Benz,Convertible,2017,manual,white,diesel,1606,104118,31256
Audi,Coupe,2016,automatic,silver,petrol,2000,77287,16837
Audi,Coupe,2015,automatic,red,petrol,2196,75360,17835
Audi,Coupe,2008,automatic,grey,petrol,1606,223065,12994
Hyundai,Hatchback,2008,manual,silver,diesel,1983,390900,2472
Lexus,SUV,2004,CVT,black,hybrid,2213,267368,5010
Porsche,Sedan,2019,manual,white,petrol,1500,32044,141433
Toyota,SUV,2013,automatic,silver,petrol,2967,99870,3848
Porsche,Sedan,2020,manual,silver,petrol,2475,40557,126667
Toyota,Sedan,1997,automatic,black,diesel,2295,656812,45904
Toyota,Minivan,2005,automatic,blue,petrol,2803,197478,17742
Hyundai,Coupe,2016,manual,black,diesel,2295,181013,11981
Porsche,Convertible,2002,automatic,black,petrol,2295,255129,60424
Porsche,Coupe,2011,manual,green,diesel,1721,328824,61755
Ferrari,Coupe,2008,manual,blue,petrol,1606,207480,43940
Mercedes-Benz,SUV,2017,automatic,green,diesel,2000,179424,42004
Kia,Sedan,2018,manual,black,petrol,1836,51590,14614
Kia,Sedan,2004,manual,green,diesel,2196,448267,22776
Lexus,Sedan,2013,CVT,grey,hybrid,2475,109170,18079
Toyota,Sedan,2009,manual,silver,petrol,2295,149114,4918
Honda,Hatchback,2010,manual,blue,petrol,1500,106275,971
Volkswagen,Coupe,1992,manual,red,diesel,1606,833404,50232
Volkswagen,Minivan,2000,manual,white,petrol,2295,336283,7144
BMW,Convertible,2012,manual,green,diesel,2213,306053,6185
Toyota,Pickup,2002,CVT,black,hybrid,2606,289191,72694
Mercedes-Benz,Coupe,2011,manual,blue,petrol,1836,150552,1333
Porsche,Convertible,1999,automatic,black,petrol,1721,201744,100214
Lexus,Sedan,2000,automatic,black,petrol,2295,239798,7088
Toyota,SUV,2003,manual,white,petrol,2295,287400,42942
Toyota,Hatchback,2020,automatic,green,petrol,1721,40173,20316
Kia,Wagon,2018,manual,blue,diesel,1500,88050,18149
Kia,Sedan,2007,manual,green,petrol,2475,146656,1372
BMW,SUV,2019,manual,red,diesel,2557,75996,27584
Lexus,Coupe,1999,manual,white,petrol,1500,246528,23750
Volkswagen,Hatchback,2015,manual,black,petrol,1500,113208,4167
BMW,Hatchback,2015,automatic,grey,diesel,2196,221760,23656
Volkswagen,SUV,2009,manual,green,diesel,2000,409864,17395
Toyota,Pickup,2011,manual,silver,diesel,2196,235476,5421
Mercedes-Benz,Minivan,2017,manual,black,diesel,2557,173052,27422
Lexus,SUV,2001,manual,blue,petrol,2196,250998,13005
Kia,SUV,2006,manual,green,diesel,1836,417078,15584
BMW,Coupe,2014,manual,red,diesel,1500,263466,21749
Honda,Minivan,2001,automatic,black,diesel,2295,379500,33268
Toyota,Pickup,2006,CVT,blue,hybrid,2475,161687,29258
Audi,Sedan,2015,manual,green,diesel,1606,155984,12267
Honda,SUV,2002,automatic,blue,diesel,2196,360402,42262
Porsche,Convertible,2019,automatic,grey,diesel,1836,69848,82521
Honda,SUV,1999,automatic,silver,diesel,2835,437568,13909
Honda,Sedan,2015,manual,green,diesel,1721,181136,12521
Hyundai,Coupe,2004,manual,white,petrol,2213,228836,1336
Mercedes-Benz,SUV,2015,manual,green,diesel,2196,140136,15174
Hyundai,Sedan,2012,manual,green,diesel,1500,297726,11493
Toyota,Hatchback,2020,manual,blue,petrol,2213,35802,25122
BMW,Hatchback,2019,manual,blue,diesel,1983,77736,28970
Toyota,SUV,2016,manual,blue,petrol,2000,85841,22601
Kia,SUV,2017,manual,black,diesel,2000,107004,29859
Honda,SUV,2014,manual,blue,diesel,2196,171729,26148
Toyota,SUV,1999,manual,grey,petrol,2196,305904,54931
Volkswagen,Sedan,2006,automatic,white,diesel,1836,389946,10331
Hyundai,SUV,2018,automatic,grey,petrol,2803,57895,20829
Toyota,SUV,2008,manual,black,petrol,2606,166590,18504
Audi,Sedan,2016,automatic,white,petrol,2295,64421,36160
Porsche,Convertible,2008,automatic,black,petrol,1836,188640,106243
Audi,Sedan,1992,manual,white,diesel,1983,831947,68090
Audi,Sedan,2016,manual,silver,petrol,1983,85043,16849
Porsche,Convertible,2019,manual,blue,petrol,1500,43136,123449
Toyota,Pickup,2008,CVT,white,hybrid,2803,157230,16446
Toyota,Sedan,2010,manual,blue,diesel,2213,312832,1279
Volkswagen,Hatchback,2006,manual,grey,petrol,1721,145248,12206
Volvo,SUV,2005,manual,white,petrol,2803,217494,13166
Honda,Sedan,2015,CVT,red,hybrid,1500,67336,25081
Lexus,Coupe,1997,CVT,red,hybrid,1983,271206,39757
Toyota,SUV,2012,automatic,red,diesel,2213,329318,15588
Hyundai,Sedan,2018,CVT,red,hybrid,1983,60610,27059
Volvo,SUV,2018,automatic,black,diesel,2786,96665,33907
BMW,Sedan,2012,automatic,black,petrol,2000,122738,19793
Volvo,Hatchback,2012,manual,blue,petrol,2196,110286,15943
Hyundai,Sedan,2015,manual,grey,diesel,2000,231976,15048
Kia,Wagon,2013,manual,green,diesel,2213,237530,0
Porsche,Convertible,1999,automatic,red,petrol,1606,302232,6473
Kia,SUV,2018,automatic,grey,diesel,2835,103325,19321
Mercedes-Benz,SUV,2017,automatic,grey,petrol,1836,60840,26135
Porsche,Sedan,2014,manual,black,petrol,2196,110727,61948
Toyota,SUV,2004,manual,silver,petrol,2803,263131,11626
Lexus,SUV,1996,automatic,red,petrol,2606,221940,88249
BMW,Coupe,2016,automatic,red,petrol,1606,101850,11276
BMW,Sedan,2008,manual,white,diesel,2213,328710,4629
Audi,Wagon,2004,manual,black,diesel,2803,417924,46781
Volkswagen,Coupe,1994,automatic,white,petrol,1721,305602,51467
BMW,Coupe,2013,manual,green,diesel,2475,187820,0
Volvo,Coupe,1998,manual,grey,petrol,2196,346625,43154
Mercedes-Benz,Minivan,2016,manual,silver,petrol,2295,74732,39500
BMW,Coupe,1998,automatic,white,diesel,1836,693900,43871
Volkswagen,Hatchback,2015,automatic,blue,diesel,2475,160880,17608
Hyundai,Sedan,2012,manual,grey,diesel,1721,285648,2501
Volkswagen,Hatchback,2016,manual,black,diesel,2213,172830,15006
Toyota,Sedan,2012,automatic,green,diesel,1721,271227,6664
Lexus,Coupe,2017,manual,black,petrol,2295,58692,17462
Lexus,Sedan,2016,manual,green,petrol,2196,98105,19102
Volvo,Wagon,1995,manual,green,diesel,2786,729456,68942
Honda,SUV,2011,automatic,white,diesel,1836,232752,8602
Lexus,Hatchback,2017,CVT,white,hybrid,2196,67170,25832
Honda,SUV,2020,manual,red,petrol,2606,31125,30926
Kia,Wagon,2018,manual,white,diesel,2213,96155,17314
Toyota,Pickup,2006,CVT,grey,hybrid,2803,237847,57836
Tesla,Sedan,2017,automatic,red,electric,1,76812,69947
Volkswagen,Sedan,2008,automatic,white,petrol,2475,178665,6538
Volkswagen,SUV,2011,manual,grey,petrol,2475,112344,5207
Audi,Sedan,1993,manual,silver,petrol,1721,339000,76919
Hyundai,Hatchback,2007,manual,blue,diesel,1606,435024,3412
Toyota,SUV,2001,manual,black,petrol,2786,304898,34850
Porsche,Convertible,1999,manual,blue,diesel,1606,575736,68596
Toyota,Hatchback,2019,manual,red,petrol,2196,37660,19531
Honda,Sedan,2010,automatic,black,petrol,1721,157781,5822
Toyota,Sedan,1998,automatic,blue,diesel,2213,472975,22668
Honda,Coupe,1997,automatic,blue,diesel,1983,490230,32508
Audi,Sedan,1994,automatic,blue,petrol,1721,367488,48467
Mercedes-Benz,SUV,2016,automatic,silver,diesel,2803,153923,20589
Kia,Wagon,2018,manual,silver,diesel,1606,131635,22662
Honda,Sedan,2018,automatic,silver,diesel,2213,106730,20937
Porsche,Coupe,2016,manual,black,diesel,2213,183841,126638
Volvo,Wagon,2004,manual,green,petrol,2295,185877,45602
Volkswagen,Hatchback,1992,manual,green,diesel,2196,553288,15656
BMW,Convertible,1998,manual,white,petrol,2475,295625,28489
Toyota,Pickup,2009,CVT,blue,hybrid,2295,116634,13432
Porsche,Convertible,2017,automatic,white,petrol,1983,58050,138920
Volkswagen,Hatchback,2008,manual,grey,diesel,1983,414315,1478
Mercedes-Benz,Sedan,1992,manual,red,petrol,1500,357089,47025
Hyundai,Sedan,2019,manual,silver,diesel,1500,98312,19680
Toyota,Sedan,2019,manual,black,diesel,1606,112312,22418
Audi,Wagon,2003,manual,red,diesel,1836,546800,14678
Lexus,Sedan,2009,CVT,silver,hybrid,2295,187572,16731
Lexus,Convertible,2002,CVT,silver,hybrid,1983,291354,43834
Mercedes-Benz,Sedan,2012,manual,white,petrol,1500,131912,4103
Toyota,SUV,2020,manual,black,diesel,2803,89508,24715
Lexus,Sedan,2019,manual,white,petrol,1983,58572,23217
Volkswagen,Sedan,2020,automatic,grey,petrol,2000,44427,21964
Hyundai,Sedan,2003,manual,white,diesel,2475,431720,0
Lexus,Sedan,1997,manual,blue,petrol,1721,275886,43024
Audi,Sedan,2008,manual,black,petrol,2295,199410,5496
Mercedes-Benz,Convertible,1998,automatic,black,diesel,2213,504275,48548
Lexus,SUV,2005,CVT,silver,hybrid,2967,146970,24740
BMW,Sedan,2014,automatic,blue,petrol,2000,92169,4703
Toyota,Hatchback,2017,manual,silver,petrol,1606,77454,13607
Audi,Sedan,2016,manual,grey,diesel,2000,187257,20423
Mercedes-Benz,Convertible,2019,manual,white,petrol,1983,55032,35728
Volkswagen,Convertible,2003,manual,green,petrol,2213,263660,26248
Honda,Sedan,2010,manual,black,petrol,2000,187577,1221
Hyundai,Coupe,2005,manual,silver,diesel,1836,490464,2247
Mercedes-Benz,Minivan,2013,automatic,black,petrol,2786,90600,33523
Porsche,SUV,2003,manual,white,petrol,2295,205180,47232
BMW,Coupe,2003,automatic,red,petrol,2295,267180,0
Mercedes-Benz,Sedan,1992,manual,grey,diesel,2196,747317,77088
Lexus,SUV,2016,automatic,blue,petrol,1836,81039,29485
Volkswagen,Sedan,2011,manual,black,petrol,2000,125436,13364
Lexus,SUV,2004,CVT,silver,hybrid,2196,156769,36561
Lexus,Sedan,2003,CVT,grey,hybrid,2196,293280,0
Audi,Sedan,2005,manual,grey,petrol,1606,239724,21004
Honda,SUV,2000,automatic,black,diesel,2196,419152,5112
BMW,SUV,2015,manual,grey,petrol,2803,67464,36285
Hyundai,SUV,2014,manual,grey,petrol,1983,81675,16665
Kia,Sedan,2018,manual,black,petrol,2295,48430,20634
Toyota,Sedan,1996,manual,silver,petrol,2475,322785,42624
Honda,Sedan,1998,manual,green,petrol,2295,304300,28391
BMW,Convertible,2008,manual,silver,diesel,1721,424845,6356
Audi,Coupe,2015,manual,white,diesel,2475,168168,10915
Toyota,Hatchback,2015,manual,black,diesel,2000,235864,6398
Lexus,Sedan,2009,manual,grey,petrol,1836,174846,7557
BMW,SUV,2019,manual,white,petrol,2000,59960,44683
Mercedes-Benz,Coupe,2017,manual,white,petrol,2000,70800,21570
Mercedes-Benz,Coupe,2006,manual,blue,petrol,1721,187697,12803
